frame.number,frame.time_epoch,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.ttl,ip.proto,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.flags.push,tcp.flags.urg,tcp.window_size,tcp.hdr_len,tcp.len,tcp.urgent_pointer,tcp.analysis.retransmission,tcp.analysis.bytes_in_flight,tcp.analysis.initial_rtt,tcp.checksum.status,tcp.options.mss_val,tcp.options.timestamp.tsval,tcp.options.timestamp.tsecr,tcp.payload
"94","1746968886.418729000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000009000","2",,"2225885420","2225885420","474554202f3f37383520485454502f312e310d0a"
"95","1746968886.418732000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"96","1746968886.418741000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000009000","2",,"2225885420","2225885420","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"97","1746968886.418744000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"98","1746968886.418752000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53248","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000009000","2",,"2225885420","2225885420","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"99","1746968886.418754000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53248","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000009000","2",,"2225885420","2225885420",
"100","1746968886.418822000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225885420","0",
"101","1746968887.457684000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","0","0","True","False","False","False","False","False","65495","40","0","0","1",,,"2","65495","2225886459","0",
"102","1746968887.457703000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53250","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225886459","2225886459",
"103","1746968887.457736000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000052000","2",,"2225886459","2225886459",
"104","1746968887.457842000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000052000","2",,"2225886459","2225886459","474554202f3f3135313920485454502f312e310d0a"
"105","1746968887.457850000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53250","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000052000","2",,"2225886459","2225886459",
"106","1746968887.457867000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000052000","2",,"2225886459","2225886459","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"107","1746968887.457871000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53250","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000052000","2",,"2225886459","2225886459",
"108","1746968887.457881000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53250","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000052000","2",,"2225886459","2225886459","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"109","1746968887.457884000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53250","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000052000","2",,"2225886459","2225886459",
"110","1746968887.458091000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225886459","0",
"111","1746968887.458099000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53258","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225886459","2225886459",
"112","1746968887.458106000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000015000","2",,"2225886459","2225886459",
"113","1746968887.458130000","87","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","1","1","False","True","False","False","True","False","65536","32","21","0",,"21","0.000015000","2",,"2225886460","2225886459","474554202f3f3138393620485454502f312e310d0a"
"114","1746968887.458134000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53258","1","22","False","True","False","False","False","False","65536","32","0","0",,,"0.000015000","2",,"2225886460","2225886460",
"115","1746968887.458144000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","22","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000015000","2",,"2225886460","2225886460","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"116","1746968887.458148000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53258","1","157","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2225886460","2225886460",
"117","1746968887.458156000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53258","8888","157","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000015000","2",,"2225886460","2225886460","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"118","1746968887.458161000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53258","1","190","False","True","False","False","False","False","65408","32","0","0",,,"0.000015000","2",,"2225886460","2225886460",
"119","1746968887.458348000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225886460","0",
"120","1746968887.458355000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53274","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225886460","2225886460",
"121","1746968887.458362000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000014000","2",,"2225886460","2225886460",
"122","1746968887.458388000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000014000","2",,"2225886460","2225886460","474554202f3f32393320485454502f312e310d0a"
"123","1746968887.458392000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53274","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000014000","2",,"2225886460","2225886460",
"124","1746968887.458402000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000014000","2",,"2225886460","2225886460","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"125","1746968887.458405000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53274","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2225886460","2225886460",
"126","1746968887.458413000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53274","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000014000","2",,"2225886460","2225886460","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"127","1746968887.458416000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53274","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000014000","2",,"2225886460","2225886460",
"128","1746968887.458506000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225886460","0",
"129","1746968887.458513000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53286","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225886460","2225886460",
"130","1746968887.458519000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000013000","2",,"2225886460","2225886460",
"131","1746968887.458539000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000013000","2",,"2225886460","2225886460","474554202f3f36343520485454502f312e310d0a"
"132","1746968887.458543000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53286","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000013000","2",,"2225886460","2225886460",
"133","1746968887.458552000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000013000","2",,"2225886460","2225886460","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"134","1746968887.458555000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53286","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000013000","2",,"2225886460","2225886460",
"135","1746968887.458563000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53286","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000013000","2",,"2225886460","2225886460","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
"136","1746968887.458566000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53286","1","189","False","True","False","False","False","False","65408","32","0","0",,,"0.000013000","2",,"2225886460","2225886460",
"137","1746968887.458735000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","0","0","True","False","False","False","False","False","65495","40","0","0",,,,"2","65495","2225886460","0",
"138","1746968887.458765000","74","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53288","0","1","True","True","False","False","False","False","65483","40","0","0",,,,"2","65495","2225886460","2225886460",
"139","1746968887.458772000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","1","1","False","True","False","False","False","False","65536","32","0","0",,,"0.000037000","2",,"2225886460","2225886460",
"140","1746968887.458796000","86","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","1","1","False","True","False","False","True","False","65536","32","20","0",,"20","0.000037000","2",,"2225886460","2225886460","474554202f3f31303220485454502f312e310d0a"
"141","1746968887.458800000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53288","1","21","False","True","False","False","False","False","65536","32","0","0",,,"0.000037000","2",,"2225886460","2225886460",
"142","1746968887.458827000","201","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","21","1","False","True","False","False","True","False","65536","32","135","0",,"135","0.000037000","2",,"2225886460","2225886460","557365722d4167656e743a204d6f7a696c6c612f352e3020284d6163696e746f73683b20496e74656c204d6163204f5320582031305f31315f3629204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f35332e302e323738352e313433205361666172692f3533372e33360d0a"
"143","1746968887.458831000","66","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","8888","53288","1","156","False","True","False","False","False","False","65408","32","0","0",,,"0.000037000","2",,"2225886460","2225886460",
"144","1746968887.458861000","99","eth:ethertype:ip:tcp","00:00:00:00:00:00","00:00:00:00:00:00","127.0.0.1","127.0.0.1","64","6","53288","8888","156","1","False","True","False","False","True","False","65536","32","33","0",,"33","0.000037000","2",,"2225886460","2225886460","4163636570742d6c616e67756167653a20656e2d55532c656e2c713d302e350d0a"
